cc_num,merchant,category,amt,gender,state,zip,lat,long,city_pop,job,unix_time,merch_lat,merch_long,trans_year,trans_month,trans_day,trans_hour,trans_minute,trans_second,__target__
4570636521433188,301,9,37.39,0,7,32725,28.8989,-81.2473,88735,76,1386920433,28.510158,-81.15191,2020,12,13,7,40,33,0
3552581383553463,77,12,1.23,1,25,28901,35.1959,-83.8228,5354,286,1386920442,35.714583000000005,-84.76511500000001,2020,12,13,7,40,42,0
4147608975828480,196,12,1.83,1,21,56019,44.1111,-94.9134,914,147,1386920448,43.501433,-95.596647,2020,12,13,7,40,48,0
213195754007681,166,4,137.98,1,10,52576,41.2001,-92.1354,568,76,1386920471,40.8011,-92.35529,2020,12,13,7,41,11,0
4005676619255479,458,3,79.16,1,16,70726,30.459,-90.9027,71335,152,1386920495,30.705961,-91.861675,2020,12,13,7,41,35,0
375974680629816,72,4,108.94,0,5,6782,41.6611,-73.0449,2376,154,1386920495,41.357767,-72.26479599999999,2020,12,13,7,41,35,0
6506982560413523,166,4,223.31,0,1,71854,33.431,-93.8765,36438,311,1386920506,32.511211,-93.421824,2020,12,13,7,41,46,0
4198470814557,230,4,111.66,0,10,51521,41.4768,-95.3509,2036,111,1386920545,42.234113,-96.002945,2020,12,13,7,42,25,0
4561892980175,327,1,91.34,0,13,46143,39.596,-86.1309,78968,128,1386920613,39.058128,-86.658334,2020,12,13,7,43,33,0
3559723917628303,388,11,117.96,1,12,60072,42.4048,-88.3054,928,236,1386920641,43.005432,-88.477192,2020,12,13,7,44,1,0
371009169330125,411,3,30.39,1,8,31771,31.2462,-83.6549,5666,290,1386920666,31.76428,-83.301179,2020,12,13,7,44,26,0
4171397999167005,115,0,81.72,0,37,29661,35.0296,-82.5136,5648,218,1386920718,34.033892,-82.481128,2020,12,13,7,45,18,0
676248282243,59,2,51.46,0,7,33909,26.6939,-81.9452,156391,155,1386920718,26.378564,-81.221275,2020,12,13,7,45,18,0
60416207185,278,8,4.76,0,47,82514,43.0048,-108.8964,1645,171,1386920739,43.982117,-109.868041,2020,12,13,7,45,39,0
4464457352619,68,3,27.45,0,7,32323,29.8826,-84.5964,217,322,1386920740,30.54229,-84.006697,2020,12,13,7,45,40,0
4169388510116,230,4,167.51,0,32,14537,43.033,-77.1575,207,96,1386920778,43.049695,-76.57842099999999,2020,12,13,7,46,18,0
3518669219150142,374,3,40.83,0,33,45150,39.1657,-84.23299999999999,31394,158,1386920810,38.600976,-84.354744,2020,12,13,7,46,50,0
30197398657930,90,2,72.1,0,25,27522,36.1124,-78.6476,12335,62,1386920827,36.292941,-79.147675,2020,12,13,7,47,7,0
3564839259330465,72,4,122.27,1,3,94569,38.046,-122.1866,198,27,1386920997,38.390965,-121.733558,2020,12,13,7,49,57,0
571465035400,283,12,151.66,1,47,82514,43.0048,-108.8964,1645,135,1386921031,42.147899,-108.070443,2020,12,13,7,50,31,0
30199621383748,302,4,171.16,0,40,75452,33.4044,-96.2238,4090,310,1386921038,33.468306,-96.509424,2020,12,13,7,50,38,0
6554245334757802,67,4,79.57,0,3,92637,33.615,-117.7114,45303,291,1386921096,33.780967,-118.024506,2020,12,13,7,51,36,0
2576709887791552,87,0,4.2,1,3,92128,33.0067,-117.069,1241364,56,1386921107,33.061174,-116.723708,2020,12,13,7,51,47,0
5540636818935089,374,3,52.29,1,17,1843,42.6911,-71.1605,76383,145,1386921110,42.661391,-71.651822,2020,12,13,7,51,50,0
4979422371139333,421,4,106.42,0,27,68881,41.4193,-99.3844,73,259,1386921113,41.569487,-99.444542,2020,12,13,7,51,53,0
4302475216404897.5,439,9,5.4,1,10,50421,42.8511,-93.62,3032,83,1386921132,43.666116,-92.636876,2020,12,13,7,52,12,0
4716561796955522,78,2,55.38,0,24,59448,48.2777,-112.8456,743,344,1386921179,48.292631,-113.616573,2020,12,13,7,52,59,0
3554849923339851,18,2,45,1,34,74074,36.1043,-97.0609,55345,44,1386921191,35.251343,-97.547328,2020,12,13,7,53,11,0
4651007077623147,182,12,5.4,0,44,98304,46.7531,-121.9898,759,339,1386921217,47.580617,-122.347353,2020,12,13,7,53,37,0
4640395708703,204,12,9.91,0,16,70732,30.6576,-91.6264,1178,82,1386921248,30.110302,-91.799751,2020,12,13,7,54,8,0
6511349151405438,345,12,12.71,1,31,89319,39.3426,-114.8859,450,178,1386921250,39.720127000000005,-115.243918,2020,12,13,7,54,10,0
584673555952,14,4,129.61,0,26,58531,47.5196,-101.2332,307,196,1386921260,48.122657,-101.749222,2020,12,13,7,54,20,0
6593250708747804,436,9,36.78,0,7,33470,26.7383,-80.27600000000001,26551,238,1386921314,26.761706,-79.742593,2020,12,13,7,55,14,0
4716561796955522,321,4,102.49,0,24,59448,48.2777,-112.8456,743,344,1386921355,47.587489,-113.403488,2020,12,13,7,55,55,0
6011104316292105,201,2,61.84,0,42,23937,36.9688,-78.5615,1970,109,1386921458,36.201654,-79.264595,2020,12,13,7,57,38,0
348253506557335,167,9,185.62,1,0,36541,30.4983,-88.3282,15647,26,1386921569,29.8917,-87.89273,2020,12,13,7,59,29,0
4855488158131690000,299,3,49.12,1,43,5654,44.1554,-72.4847,970,9,1386921587,44.114051,-72.881178,2020,12,13,7,59,47,0
503874407318,333,4,79.13,1,40,78248,29.5894,-98.5201,1595797,122,1386921590,28.877657,-99.423222,2020,12,13,7,59,50,0
4384910379661777.5,328,4,109.73,0,21,56549,46.9777,-96.4092,4508,223,1386921625,47.411448,-95.812355,2020,12,13,8,0,25,0
4259996134423,278,8,31.73,0,14,67545,38.1485,-98.6408,215,258,1386921654,38.912359,-99.215825,2020,12,13,8,0,54,0
3519232971341141,53,9,3.56,1,33,43903,40.4731,-80.9596,2208,210,1386921693,40.219638,-80.165816,2020,12,13,8,1,33,0
378858024506425,472,1,32.83,0,2,85253,33.5494,-111.9565,17047,43,1386921708,32.93674,-112.073365,2020,12,13,8,1,48,0
3514897282719543,200,2,79.16,1,32,14425,42.958,-77.3083,10717,93,1386921721,43.156541,-76.559533,2020,12,13,8,2,1,0
2450829271795901,411,3,51.29,1,21,56379,45.604,-94.1591,16163,163,1386921773,44.831646,-93.60602,2020,12,13,8,2,53,0
6011626928491360,381,12,53.58,0,39,38315,35.2289,-88.64399999999999,3876,297,1386921776,35.020336,-89.418547,2020,12,13,8,2,56,0
2383461948823908,55,11,6.88,1,19,4047,43.745,-70.9092,1892,32,1386921821,43.720191,-70.36008199999999,2020,12,13,8,3,41,0
675990301623,350,2,73.94,0,29,7439,41.0767,-74.5982,2456,297,1386921837,41.314203000000006,-74.53233900000001,2020,12,13,8,3,57,0
3527063666782582,40,2,62.62,0,40,75934,30.9,-94.7547,99,75,1386921863,30.559341,-95.126139,2020,12,13,8,4,23,0
6534628260579800,118,2,67.48,0,43,5461,44.3346,-73.098,4542,69,1386921881,45.276392,-73.293654,2020,12,13,8,4,41,0
213148039875802,402,9,107.2,0,7,33510,27.9551,-82.2966,79613,113,1386922022,27.820956,-81.824211,2020,12,13,8,7,2,0
4740713119940984,103,9,231.24,0,32,10970,41.1901,-74.0436,9993,242,1386922048,41.564702,-73.808236,2020,12,13,8,7,28,0
630451534402,423,4,155.6,0,20,49895,46.3535,-86.6345,765,169,1386922082,45.483655,-87.31034100000001,2020,12,13,8,8,2,0
4914700582394237,16,12,2.22,1,36,16037,40.8496,-80.1381,4589,38,1386922152,41.821774,-79.493493,2020,12,13,8,9,12,0
3529597810116815,246,2,59.62,0,36,17060,40.4679,-77.8967,1334,22,1386922219,40.250755,-78.533633,2020,12,13,8,10,19,0
2235335206132667.3,140,2,56.2,0,33,45896,40.6072,-83.9585,2089,41,1386922295,39.923669,-84.514744,2020,12,13,8,11,35,0
6506116513503136,112,4,204.6,0,40,75703,32.2768,-95.3031,144160,306,1386922400,33.156547,-96.119978,2020,12,13,8,13,20,0
213153151785052,246,2,42.16,0,45,54487,45.4963,-89.7273,9594,296,1386922449,45.445038,-89.735864,2020,12,13,8,14,9,0
4879265611163287,337,4,104.5,1,8,31630,31,-82.8555,419,4,1386922476,30.688086,-82.569409,2020,12,13,8,14,36,0
30199621383748,183,9,103.98,0,40,75452,33.4044,-96.2238,4090,310,1386922498,33.148340000000005,-95.805366,2020,12,13,8,14,58,0
4474324669797121,388,11,3.37,1,3,93529,37.7773,-119.0825,633,150,1386922523,37.824706,-118.972683,2020,12,13,8,15,23,0
372520049757633,138,2,71.41,0,21,56668,48.6031,-93.2977,136,50,1386922526,49.435757,-93.13794,2020,12,13,8,15,26,0
4457732997086324000,251,12,152.97,1,3,95629,38.5234,-120.6763,832,168,1386922595,37.769212,-120.244868,2020,12,13,8,16,35,0
3521815216091574,146,11,134.09,1,4,80436,39.7532,-105.6356,565,210,1386922621,39.943902,-105.537674,2020,12,13,8,17,1,0
3597926034019603,47,4,45.94,1,39,38060,35.2229,-89.5518,9496,136,1386922678,35.469832000000004,-88.713983,2020,12,13,8,17,58,0
2242542703101232.8,239,2,78.46,1,15,40077,38.4921,-85.4524,564,242,1386922744,39.219411,-86.27065,2020,12,13,8,19,4,0
6550399784335736,92,8,1.94,1,7,33981,26.9379,-82.2388,79008,274,1386922818,26.952143,-83.106452,2020,12,13,8,20,18,0
501899453424,267,4,98.12,0,0,35903,33.9845,-85.9077,67082,50,1386922853,33.834144,-86.741128,2020,12,13,8,20,53,0
4005676619255479,140,2,50.3,1,16,70726,30.459,-90.9027,71335,152,1386922874,30.543475,-90.823883,2020,12,13,8,21,14,0
4319584480204989000,319,2,44.34,0,15,41810,37.1788,-82.695,502,59,1386922901,38.007932,-82.835621,2020,12,13,8,21,41,0
370818583810103,246,2,68.95,1,36,15557,39.9373,-79.1865,3684,142,1386922954,39.967168,-80.079233,2020,12,13,8,22,34,0
4683638447911,261,4,109.81,1,16,70531,30.251,-92.5002,1261,40,1386922961,30.656953,-92.822614,2020,12,13,8,22,41,0
4452366298769043,319,2,41.47,0,40,76626,32.0758,-96.701,1563,128,1386922985,32.183881,-96.858676,2020,12,13,8,23,5,0
675990301623,368,2,59.11,0,29,7439,41.0767,-74.5982,2456,297,1386923000,41.138417,-75.194122,2020,12,13,8,23,20,0
3598895972308782,390,2,69.97,1,33,44857,41.2403,-82.6078,23805,88,1386923013,40.75452,-81.883686,2020,12,13,8,23,33,0
4958589671582727000,265,3,73.67,1,42,22015,38.7894,-77.2818,43102,151,1386923040,39.08703,-77.618988,2020,12,13,8,24,0,0
3564839259330465,386,9,3.85,1,3,94569,38.046,-122.1866,198,27,1386923094,38.714383000000005,-122.31198,2020,12,13,8,24,54,0
6011603272871604,201,2,49.25,1,8,30257,33.141,-84.1759,4138,125,1386923110,32.577490999999995,-84.95044399999999,2020,12,13,8,25,10,0
4601636330889,118,2,72.7,1,40,77338,30.0041,-95.2825,194500,315,1386923242,30.139817,-96.006876,2020,12,13,8,27,22,0
375248307838179,409,9,2.42,1,46,26237,38.8564,-80.158,571,1,1386923244,38.15588,-80.678043,2020,12,13,8,27,24,0
581686439828,456,8,4.55,1,36,16314,41.5205,-80.0573,5507,288,1386923273,41.217491,-80.188428,2020,12,13,8,27,53,0
4687263141103,33,2,82.23,0,21,56117,43.5336,-95.6515,399,103,1386923391,43.509603000000006,-95.593078,2020,12,13,8,29,51,0
180049032966888,67,4,94.17,1,45,54559,46.4959,-90.4383,795,323,1386923393,47.477336,-89.652303,2020,12,13,8,29,53,0
213198837352314,414,9,35.58,1,14,67529,38.0649,-99.2374,365,117,1386923396,37.557214,-98.501193,2020,12,13,8,29,56,0
502012776709,309,8,8.25,0,32,13342,42.6315,-75.1866,165,223,1386923402,42.81619,-74.949201,2020,12,13,8,30,2,0
4220345354880,242,8,455.09,1,20,48371,42.8223,-83.2829,24840,9,1386923416,42.055766,-83.464042,2020,12,13,8,30,16,0
3568736585751727,348,11,98.52,1,10,50073,41.8114,-93.4855,1195,334,1386923426,41.564095,-94.256053,2020,12,13,8,30,26,0
3514865930894695,289,2,44.87,1,30,88325,32.9396,-105.8189,899,223,1386923459,32.166073,-106.230982,2020,12,13,8,30,59,0
6011109736646996,367,9,81.03,0,25,28405,34.2651,-77.867,186140,112,1386923464,33.997116,-77.454114,2020,12,13,8,31,4,0
4988304376504,155,11,23.32,1,32,12575,41.4575,-74.1659,2258,43,1386923468,41.871554,-74.894092,2020,12,13,8,31,8,0
6515067575568369,123,2,89.9,1,42,24236,36.6403,-81.7776,3085,182,1386923470,35.792511,-81.22089,2020,12,13,8,31,10,0
6011104316292105,33,2,99.73,0,42,23937,36.9688,-78.5615,1970,109,1386923477,37.098088,-78.097961,2020,12,13,8,31,17,0
213113028819344,311,12,27.54,0,32,13316,43.3392,-75.7543,6460,41,1386923483,44.040017,-75.76475500000001,2020,12,13,8,31,23,0
5104807169438134,310,4,213.54,0,32,11978,40.8295,-72.6473,3255,129,1386923492,41.40095,-72.571759,2020,12,13,8,31,32,0
4981132848794,12,3,43.22,1,33,43985,40.0113,-80.9701,128,65,1386923503,39.68544,-81.701939,2020,12,13,8,31,43,0
4358137750029945000,239,2,68.2,0,10,50664,42.7012,-92.0762,53,305,1386923505,42.741034,-91.740812,2020,12,13,8,31,45,0
30026790933302,63,9,34.64,1,23,39113,32.9013,-91.0286,595,318,1386923586,32.424975,-91.260661,2020,12,13,8,33,6,0
3512365128314616,330,3,81.3,1,22,63010,38.4305,-90.387,35439,182,1386923594,39.125211,-89.919772,2020,12,13,8,33,14,0
577588686219,73,3,47.31,1,36,15686,40.6153,-79.4545,972,271,1386923638,40.476177,-79.844425,2020,12,13,8,33,58,0
30270432095985,67,4,128.96,0,12,61454,40.6761,-91.0391,725,113,1386923663,41.183827,-90.077564,2020,12,13,8,34,23,0
5540636818935089,265,3,65.06,1,17,1843,42.6911,-71.1605,76383,145,1386923671,43.027717,-70.507293,2020,12,13,8,34,31,0
2260801330657968,79,1,42.07,0,17,1612,42.3066,-71.9202,4845,1,1386923711,41.460316,-71.537575,2020,12,13,8,35,11,0
213112402583773,265,3,73.56,0,37,29819,34.0326,-82.2027,1523,284,1386923711,33.776077,-81.65499399999999,2020,12,13,8,35,11,0
3575540972310993,432,2,55.09,0,23,38677,34.3396,-89.5736,4198,92,1386923750,33.735551,-90.3927,2020,12,13,8,35,50,0
180067784565096,420,12,6.39,0,45,53153,42.9385,-88.395,2328,20,1386923810,42.463081,-89.10909699999999,2020,12,13,8,36,50,0
4683638447911,63,9,38.49,1,16,70531,30.251,-92.5002,1261,40,1386923843,29.375171,-92.508352,2020,12,13,8,37,23,0
4939976756738216,112,4,202.94,0,40,78584,26.4215,-99.0025,18128,166,1386923931,25.494782,-98.918966,2020,12,13,8,38,51,0
6538441737335434,241,3,67.89,0,36,16114,41.3851,-80.1752,606,110,1386923934,41.00577,-80.818732,2020,12,13,8,38,54,0
4824023901222438,19,4,135.95,0,40,76631,31.9907,-96.9837,522,77,1386923956,31.679159,-97.854469,2020,12,13,8,39,16,0
3560797065840735,377,3,57.89,0,26,58569,46.1838,-101.2589,77,127,1386924000,45.825901,-101.521162,2020,12,13,8,40,0,0
4990494243023,239,2,48.18,1,18,21524,39.6967,-78.8031,626,109,1386924049,40.366378000000005,-78.041759,2020,12,13,8,40,49,0
4319584480204989000,48,8,7.31,0,15,41810,37.1788,-82.695,502,59,1386924094,37.782749,-82.162723,2020,12,13,8,41,34,0
4990494243023,328,4,139.6,1,18,21524,39.6967,-78.8031,626,109,1386924106,38.989216,-78.971441,2020,12,13,8,41,46,0
3586008444788268,246,2,58.12,0,44,98027,47.4974,-122.0107,50489,235,1386924130,46.974017,-121.273637,2020,12,13,8,42,10,0
581686439828,246,2,95.53,1,36,16314,41.5205,-80.0573,5507,288,1386924152,41.929252000000005,-79.21584,2020,12,13,8,42,32,0
4897067971111210000,47,4,39.03,1,7,34668,28.3011,-82.6927,42619,114,1386924156,28.193734000000003,-82.052501,2020,12,13,8,42,36,0
180067784565096,432,2,59.84,0,45,53153,42.9385,-88.395,2328,20,1386924156,43.761837,-88.904852,2020,12,13,8,42,36,0
675909898057,37,1,105.06,1,32,10504,41.136,-73.7009,7987,323,1386924186,41.234358,-73.194355,2020,12,13,8,43,6,0
4149238353975791,328,4,86.77,1,36,15324,40.1008,-80.0652,632,97,1386924210,39.518069,-79.468323,2020,12,13,8,43,30,0
340951438290556,321,4,230.52,0,32,10962,41.0442,-73.9609,5950,279,1386924217,41.896288,-73.320237,2020,12,13,8,43,37,0
30270432095985,235,4,135.92,0,12,61454,40.6761,-91.0391,725,113,1386924275,40.374312,-90.282064,2020,12,13,8,44,35,0
4450831335606295,138,2,66.39,0,34,74536,34.5906,-95.38,1760,228,1386924279,34.189315,-94.799255,2020,12,13,8,44,39,0
4365382885912355,67,4,104.78,1,21,55771,48.1439,-92.8561,1680,157,1386924318,47.449141,-92.712892,2020,12,13,8,45,18,0
213178850083780,155,11,104.58,1,35,97813,45.8289,-118.4971,1302,97,1386924385,45.446756,-118.049019,2020,12,13,8,46,25,0
4169388510116,33,2,34.73,0,32,14537,43.033,-77.1575,207,96,1386924439,43.010055,-76.324407,2020,12,13,8,47,19,0
4810789809665943000,72,4,103.08,0,33,45307,39.5756,-83.7153,338,274,1386924454,39.932355,-83.90971400000001,2020,12,13,8,47,34,0
3561963695236764,321,4,92.38,1,32,11964,41.06399999999999,-72.3366,1858,70,1386924472,40.772357,-73.29656999999999,2020,12,13,8,47,52,0
4952583804639909,231,12,68.04,0,33,44483,41.2639,-80.8164,75903,193,1386924509,40.916172,-80.89139899999999,2020,12,13,8,48,29,0
3543591270174051,350,2,62.31,0,36,15920,40.4603,-79.0097,922,101,1386924590,39.968999,-78.030263,2020,12,13,8,49,50,0
4430881574719617.5,78,2,74.63,0,4,81642,39.3199,-106.6596,61,271,1386924635,40.266525,-106.649568,2020,12,13,8,50,35,0
3582754887089201,463,9,1.14,1,1,71960,34.4596,-93.6743,1383,193,1386924636,33.671189,-93.551588,2020,12,13,8,50,36,0
4186530744674,3,0,32.55,0,37,29817,33.3645,-81.2718,4913,318,1386924653,33.462789,-81.683346,2020,12,13,8,50,53,0
501831082224,337,4,114.53,1,36,16878,40.9493,-78.3129,1762,26,1386924723,40.685553000000006,-77.653986,2020,12,13,8,52,3,0
2248735346244816,103,9,8.76,1,14,67584,38.6411,-100.138,269,261,1386924825,38.475755,-100.304707,2020,12,13,8,53,45,0
375248307838179,47,4,144.79,1,46,26237,38.8564,-80.158,571,1,1386924857,39.066259,-80.07954699999999,2020,12,13,8,54,17,0
30175986190993,197,4,141.83,0,21,56592,47.5375,-95.9941,516,20,1386924888,46.872299,-95.676764,2020,12,13,8,54,48,0
4025612008285111,21,11,2.58,0,36,15829,41.1762,-79.1976,1274,195,1386924911,41.920481,-78.48065,2020,12,13,8,55,11,0
4874006077381178,88,2,88.87,0,10,52760,41.5646,-91.0859,533,63,1386924994,40.988652,-91.445949,2020,12,13,8,56,34,0
343668971234893,407,3,93.84,0,37,29061,33.9349,-80.8449,13717,66,1386925001,33.075282,-80.804366,2020,12,13,8,56,41,0
4225990116481263000,321,4,112.65,1,9,96727,20.0827,-155.488,4878,246,1386925038,20.320327,-156.226333,2020,12,13,8,57,18,0
4550599031376731,319,2,45.84,0,33,44902,40.7559,-82.5123,92985,253,1386925052,40.181038,-81.652113,2020,12,13,8,57,32,0
213199865312311,388,11,8.21,1,8,30756,34.9298,-84.9885,74,242,1386925077,34.601155,-84.45016600000001,2020,12,13,8,57,57,0
4364010865167176,407,3,78.24,1,31,89512,39.5483,-119.7957,276896,169,1386925098,38.887126,-119.653364,2020,12,13,8,58,18,0
3556613125071656,12,3,24.22,1,40,77566,29.0393,-95.4401,28739,139,1386925125,28.806348,-95.146362,2020,12,13,8,58,45,0
4311368326621416000,426,11,81.72,1,4,80736,40.7692,-103.0968,648,80,1386925215,40.693458,-103.958276,2020,12,13,9,0,15,0
4512828414983802000,172,2,32.5,0,36,15484,39.8936,-79.7856,328,338,1386925237,40.880962,-80.61958299999999,2020,12,13,9,0,37,0
375248307838179,421,4,119.07,1,46,26237,38.8564,-80.158,571,1,1386925242,37.973327000000005,-80.76450200000001,2020,12,13,9,0,42,0
371034293500716,166,4,124.92,1,3,96135,40.0235,-120.7986,128,104,1386925245,40.903523,-121.590369,2020,12,13,9,0,45,0
630441765090,59,2,69.5,0,40,76857,31.9571,-98.9656,1791,89,1386925280,32.07943,-99.339971,2020,12,13,9,1,20,0
3500969075198072,138,2,55.92,1,44,99033,47.2271,-117.0819,895,74,1386925299,46.437428,-117.034074,2020,12,13,9,1,39,0
4990494243023,354,4,113.48,1,18,21524,39.6967,-78.8031,626,109,1386925300,39.516556,-78.294512,2020,12,13,9,1,40,0
581686439828,59,2,86.94,1,36,16314,41.5205,-80.0573,5507,288,1386925317,41.159768,-80.099214,2020,12,13,9,1,57,0
4503101193493053000,230,4,214.25,0,7,33811,27.9865,-82.0139,237282,74,1386925381,27.523016,-82.527191,2020,12,13,9,3,1,0
343668971234893,402,9,4.76,0,37,29061,33.9349,-80.8449,13717,66,1386925407,33.689526,-80.332871,2020,12,13,9,3,27,0
676102124465,466,9,71.21,0,3,94558,38.4549,-122.2564,94014,13,1386925475,39.197897,-122.398458,2020,12,13,9,4,35,0
30238755902988,383,4,103.82,0,40,76578,30.592,-97.2893,1766,254,1386925620,30.848062,-96.335677,2020,12,13,9,7,0,0
30235268718158,90,2,79.74,1,32,10604,41.0592,-73.7395,11250,188,1386925643,40.520118,-72.94032299999999,2020,12,13,9,7,23,0
2291163933867244,188,11,1.77,1,37,29209,33.9659,-80.9355,333497,203,1386925650,33.67603,-81.094879,2020,12,13,9,7,30,0
501802953619,287,4,122.89,1,3,96037,41.5403,-122.9366,308,45,1386925667,41.307644,-122.132779,2020,12,13,9,7,47,0
6511349151405438,197,4,136.67,1,31,89319,39.3426,-114.8859,450,178,1386925674,39.910865,-115.194138,2020,12,13,9,7,54,0
376445266762684,322,8,7.75,0,27,69165,41.1558,-101.136,1789,172,1386925681,41.258095,-100.78329,2020,12,13,9,8,1,0
4874017206859125,341,3,61.74,0,35,97034,45.4093,-122.6847,42817,248,1386925789,46.234218,-122.787629,2020,12,13,9,9,49,0
581508178315,132,11,102.87,1,40,76445,32.2819,-98.5673,407,74,1386925819,33.244647,-98.520724,2020,12,13,9,10,19,0
213193596103206,433,9,40.68,1,20,49775,45.7549,-84.447,95,106,1386925835,46.107401,-85.167266,2020,12,13,9,10,35,0
30404291151692,309,8,50.36,0,32,14120,43.0498,-78.851,45100,14,1386925855,43.09909,-77.8797,2020,12,13,9,10,55,0
2286236465059468,437,3,134.26,0,22,64726,38.5319,-93.9221,467,9,1386925930,38.878592,-93.20345,2020,12,13,9,12,10,0
4585132874641,322,8,4.59,0,22,64686,39.7417,-93.6289,271,182,1386925931,39.224332,-92.901595,2020,12,13,9,12,11,0
675961917837,36,2,51.55,1,27,68438,40.6267,-96.7456,142,66,1386925934,40.129117,-97.246916,2020,12,13,9,12,14,0
36078114201167,47,4,114.2,1,15,41836,37.2692,-82.9161,798,123,1386925953,36.7313,-83.325189,2020,12,13,9,12,33,0
30230540139182,108,12,134.94,1,36,17850,40.9661,-76.8575,645,234,1386925982,40.879924,-77.49770600000001,2020,12,13,9,13,2,0
4173950183554608,207,3,56.38,1,29,7750,40.333,-73.9809,3279,149,1386926036,40.655956,-72.99599599999999,2020,12,13,9,13,56,0
3501942333500073,172,2,38.22,0,2,85086,33.8155,-112.1202,1312922,90,1386926057,34.161217,-111.395439,2020,12,13,9,14,17,0
5559857416065248,256,11,158.26,1,3,96038,41.6125,-122.5258,589,312,1386926061,42.145409,-122.522727,2020,12,13,9,14,21,0
213112402583773,198,8,265.64,0,37,29819,34.0326,-82.2027,1523,284,1386926131,33.960374,-82.139471,2020,12,13,9,15,31,0
345933964507467,61,8,38.7,0,18,21872,38.4121,-75.2811,718,280,1386926144,38.66859,-75.905792,2020,12,13,9,15,44,0
3583793405872580,201,2,54.82,0,34,73564,34.847,-98.9836,551,15,1386926270,35.09577,-98.613538,2020,12,13,9,17,50,0
3586008444788268,437,3,89.37,0,44,98027,47.4974,-122.0107,50489,235,1386926289,47.48031,-121.058463,2020,12,13,9,18,9,0
38014427445058,271,2,74.6,0,45,53910,43.8967,-89.8219,3508,304,1386926294,43.768223,-89.309139,2020,12,13,9,18,14,0
4755696071492,174,2,74.79,1,40,75048,32.9643,-96.6012,20328,299,1386926343,32.209779,-97.123994,2020,12,13,9,19,3,0
3528407217576457,190,3,70.19,0,39,37663,36.4715,-82.4834,87124,342,1386926377,36.386613,-82.279274,2020,12,13,9,19,37,0
213157767990030,134,8,19.54,0,47,82901,41.606,-109.23,27971,219,1386926438,40.82387,-109.621079,2020,12,13,9,20,38,0
3581130339108561,30,0,6.2,1,33,44307,41.0695,-81.5488,272134,45,1386926445,40.18736,-81.24365300000001,2020,12,13,9,20,45,0
6011104316292105,271,2,53.79,0,42,23937,36.9688,-78.5615,1970,109,1386926508,37.698942,-78.155283,2020,12,13,9,21,48,0
38014427445058,465,9,1.43,0,45,53910,43.8967,-89.8219,3508,304,1386926594,43.751605,-90.139722,2020,12,13,9,23,14,0
4223708906367574000,174,2,73.57,1,33,45051,39.0965,-84.6431,177,122,1386926598,38.579385,-83.672066,2020,12,13,9,23,18,0
4642894980163,333,4,57.93,1,10,51632,40.7491,-95.038,7297,166,1386926613,41.069526,-94.679623,2020,12,13,9,23,33,0
501802953619,261,4,138.7,1,3,96037,41.5403,-122.9366,308,45,1386926623,41.762262,-123.264493,2020,12,13,9,23,43,0
4988304376504,290,12,195.81,1,32,12575,41.4575,-74.1659,2258,43,1386926637,42.127595,-74.101672,2020,12,13,9,23,57,0
2356276337669917,246,2,81.84,1,18,21619,38.9583,-76.2842,5848,237,1386926644,38.413338,-76.65201,2020,12,13,9,24,4,0
4601636330889,296,2,65.46,1,40,77338,30.0041,-95.2825,194500,315,1386926725,30.961566,-94.470386,2020,12,13,9,25,25,0
180048185037117,365,9,75.51,0,29,7060,40.6152,-74.415,71485,187,1386926804,41.213751,-74.446915,2020,12,13,9,26,44,0
38057513087029,174,2,63.22,0,3,95148,37.3304,-121.7913,973849,145,1386926806,37.567936,-121.434072,2020,12,13,9,26,46,0
3582402971899057,32,12,441.9,0,11,83869,47.9657,-116.868,4161,263,1386926843,47.730274,-116.246646,2020,12,13,9,27,23,0
213157767990030,223,8,543.99,0,47,82901,41.606,-109.23,27971,219,1386926914,42.163751,-110.159766,2020,12,13,9,28,34,0
3540075240003197,40,2,59.06,1,21,55046,44.4477,-93.4252,5211,62,1386926980,45.345946000000005,-93.839268,2020,12,13,9,29,40,0
30428204673351,64,9,23.17,1,36,17088,40.3087,-76.2963,823,140,1386927015,40.639018,-75.87010699999999,2020,12,13,9,30,15,0
584673555952,188,11,8.92,0,26,58531,47.5196,-101.2332,307,196,1386927152,47.898214,-100.833835,2020,12,13,9,32,32,0
3500165543009955,322,8,3.67,1,20,48214,42.3669,-82.9938,673342,151,1386927214,41.564178000000005,-83.07858900000001,2020,12,13,9,33,34,0
375767678113375,80,11,3.51,1,42,22853,38.6476,-78.7717,4367,343,1386927228,38.881801,-79.568804,2020,12,13,9,33,48,0
4990494243023,279,2,55.68,1,18,21524,39.6967,-78.8031,626,109,1386927260,39.143867,-79.45223100000001,2020,12,13,9,34,20,0
213114122496591,123,2,55.88,1,21,56068,43.8295,-93.8282,1087,220,1386927264,43.980594,-94.094096,2020,12,13,9,34,24,0
377113842678100,123,2,79.22,1,29,8323,39.4055,-75.3209,804,174,1386927281,39.278682,-74.346362,2020,12,13,9,34,41,0
213153151785052,18,2,71.22,0,45,54487,45.4963,-89.7273,9594,296,1386927690,45.638394,-89.356708,2020,12,13,9,41,30,0
6011382886333463,428,9,9.11,1,20,48636,44.6001,-84.2931,864,142,1386927709,45.009809,-84.392027,2020,12,13,9,41,49,0
